"education","language","fairprice","enjoyment","gender","problems","age","asses","workerid","comments","speaker_cond"
2,"English","456",1,"Male","no probelems","30","Yes",924,"good survey","noQUD"
3,"english","",2,"Male","","42","Yes",925,"","noQUD"
3,"english","good",2,"Male","nothing","30","Yes",926,"good","noQUD"
2,"english","1.50",2,"Male","no","45","",927,"","noQUD"
3,"english","1.50",2,"Male","no","40","Yes",928,"","noQUD"
3,"english","4.00",1,"Male","no","36","Yes",929,"","noQUD"
3,"English","yes",1,"Male","None, thank you.","38","Yes",930,"None, thank you.","noQUD"
2,"English","1.5",2,"Male","no","59","Yes",931,"","noQUD"
3,"English","0",1,"Male","Nothing","26","Yes",932,"The survey is very good","noQUD"
3,"English","1.50",2,"Male","No issues.","41","No",933,"Thank you.","noQUD"
2,"English","1.50",2,"Male","","38","Yes",934,"I wasn't sure what to put when all of the gumballs came down and I was told I got some of the gumballs. I chose false because I got them all, not just some. I guess technically I did get some though.","noQUD"
3,"English","2.00",2,"Female","no","45","Yes",935,"different","noQUD"
3,"English","1.5",2,"Female",NA,"33","Yes",936,"","noQUD"
2,"English","1.50",2,"Male","","37","Yes",937,"","noQUD"
3,"english","yes",2,"Female","no","36","Yes",938,"","noQUD"
3,"English","1.50",2,"Male","No","43","Yes",939,"None","noQUD"
2,"English","2.00",2,"Female","No. ","50","Yes",940,"","noQUD"
3,"English","1.5",2,"Male","No","28","Yes",941,"None","noQUD"
3,"Russian","$2.10",2,"Female","There weren't any technical issues neither bugs","41","Yes",942,"A bit repetitive, but worked smoothly and it was fast. Clear instructions, good interface. Thank you!","noQUD"
3,"english","1.50",1,"Male","no","35","Yes",943,"I wish this had opened automatically into a new window because it stayed on my mturk screen so it was smaller than I would have liked.","noQUD"
3,"English","yes",1,"Female","it would skip straight to the ""press spacebar"" without allowing me to pick f or j","36","Yes",944,"","noQUD"
3,"English","1.00",2,"Female","No","25","Yes",945,"No comments","noQUD"
3,"english","1.50",2,"Male","No","23","Yes",946,"","noQUD"
3,"English","1.50",2,"Male","no","50","",947,"none","noQUD"
3,"English","Yes",1,"Female","None","31","Yes",948,"None","noQUD"
2,"english","5",1,"Male","no","31","Yes",949,"","noQUD"
4,"english","Good",2,"Male","Nothing","30","Yes",950,"Good survey","noQUD"
1,"English","1.50",2,"Female","none","47","Yes",951,"","noQUD"
3,"English","1.20",2,"Male","One of the iterations of the gumball game timed out immediately (instead of after 4 seconds). The rest worked fine.","34","Yes",952,"Made me think about my use of the phrase ""X (number) of the gumballs"", and whether I'd use it in cases where I actually received more than that number (which means, I did receive at least that number).

I had to rethink how I use that phrase in everyday life.","noQUD"
3,"English","yes",2,"Male","no","30","Yes",953,"good","noQUD"
3,"English","1.50",2,"Male","Even though I was listening with a pair of earphones, some of the audio stating how many gumballs dropped were not clear. ","35","Yes",954,"","noQUD"
2,"English","2",1,"Male","no","23","Yes",955,"","noQUD"
3,"Korean","3.5",2,"Male","No","26","Yes",956,"It was fun to me!","noQUD"
3,"english","2.00",1,"Male","no","32","Yes",957,"went with the literal number. i.e. ""you got 8"" was only true if number was exactly 8. But could have also been true for more than 8","noQUD"
2,"english","1.5",2,"Female","none","47","Yes",958,"","noQUD"
2,"english","yes",2,"Male","no","45","Yes",959,"none","noQUD"
3,"english","good",1,"Male","no","30","Yes",960,"good","noQUD"
1,"English","2.00",2,"Female","no","38","Yes",961,"No comments","noQUD"
3,"english","120",2,"Male","no","35","Yes",962,"very good","noQUD"
3,"english","38",2,"Female","no","24","Yes",963,"good","noQUD"
3,"English","1.50",2,"Male","There weren't any problems, but I did time out on one of the prompts because I was trying to count the gumballs, so I apologize for that.","36","Yes",964,"Thanks for letting me participate!","noQUD"
3,"English","2.00",2,"Male","Sometimes there would be a beep sound in the middle of the gumball animation even though I press the spacebar button prior","32","Yes",965,"","noQUD"
2,"English","1.50",2,"Female","Some is a vague word and could be used to identify anything from 3+ gumballs","41","Confused",966,"Some is a vague word and could be used to identify anything from 3+ gumballs","noQUD"
1,"english","2",2,"Female","no","34","Yes",967,"","noQUD"
2,"English","1.50",2,"Female","No, but my phone rang and I missed one.","26","Yes",968,"","noQUD"
1,"english","1.50",1,"Male","no","40","No",969,"Thank you for the hit!","noQUD"
3,"English","language game",2,"Male","no","42","Yes",970,"Very interesting.","noQUD"
3,"english","2.00",1,"Female","","35","Yes",971,"","noQUD"
1,"English","1.50",1,"Male","no","29","Yes",972,"","noQUD"
3,"English","1.5",2,"Female","No","43","Yes",973,"I thought that it was interesting","noQUD"
3,"English","1.50",2,"Female","No","40","Yes",974,"Thank you","noQUD"
1,"english","1.50",1,"Female","no","38","Yes",975,"Thank you for allowing me to take part in this experiment. I look forward to doing more in the future for you.","noQUD"
2,"English ","1.50",2,"Female","no","46","Yes",976,"","noQUD"
3,"English","1.50",2,"Male","No.","56","Yes",977,"Thank you for the opportunity to participate in your survey!
","noQUD"
1,"English","Yes",1,"Male","","24","Yes",978,"","noQUD"
2,"English","yes",2,"Male","It was confusing when a number was used and I had that number plus some more what the answer should have been. ","29","Yes",979,"This was interesting and it worked. So Thank you.","noQUD"
3,"English","1.50",-1,"Female","no","36","Yes",980,"thanks for the survey","noQUD"
3,"English","2.00",2,"Male","N/A","51","Yes",981,"i'm much interested in taking part of such surveys","noQUD"
2,"English","2.00",1,"Male","","32","Yes",982,"","noQUD"
4,"English","2.00",1,"Male","No","31","Yes",983,"Good luck!","noQUD"
3,"English","1.50",1,"Female","None","34","Yes",984,"","noQUD"
3,"english","2.00",2,"Female","no","58","Yes",985,"","noQUD"
2,"English/Spanish","yes",2,"Male","none","23","Yes",986,"Thank you for the opportunity.","noQUD"
1,"englich","0.50",2,"Male","no","40","Yes",987,"","noQUD"
2,"English","150",2,"Female","none","32","Yes",988,"","noQUD"
1,"english",".50",1,"Male","no","59","Yes",989,"","noQUD"
3,"english","1.50",2,"Female","none","41","Yes",990,"great survey","noQUD"
3,"English","perfect.",2,"Female","no","43","No",991,"This survey is very perfect.","noQUD"
2,"english","2.00",2,"Male","no","51","Yes",992,"","noQUD"
1,"English","1.50",2,"Female","There were a few rounds where as soon as the gumballs dropped, I was told to press space bar and not given a chance to press J or F","33","Yes",993,"Thanks!","noQUD"
3,"english","1.50",1,"Male","No","45","Yes",994,"","noQUD"
3,"English","1.5",1,"Male","No issues.","62","Yes",995,"The tricky part for me was deciding if ""some"" applied when I received all of the gumballs.","noQUD"
3,"nepali","1.50",2,"Female","no","22","Yes",996,"the hit was fun.","noQUD"
4,"English","1.50",2,"Female","some of the statements were ambiguous. ","54","Confused",997,"when you show me with 7 gumballs but make the statement ""you got 2 gumballs"", I marked it as true because within the 7 were at least 2.  So the statements seemed ambiguous to me. ","noQUD"
3,"English","2.00",1,"Female","Yes. Towards the end the audio started to delay so the 4 seconds would be up before it made the statement so I could not answer.","30","Yes",998,"The audio became delayed and did not match up with the timer about half way through. Up until then I was really enjoying this HIT.","noQUD"
3,"English","1.50",2,"Male","nope","24","Yes",999,"","noQUD"
2,"english","3.00",2,"Female","no","36","Yes",1000,"thank you, this was fun","noQUD"
3,"English","1.50",2,"Male","No all good.","49","Yes",1001,"It was interesting to me that stating ""some gumballs"" could mean all of them, but if the sentence had been ""some of the gumballs"" it would imply there were some I didn't get and therefore would not be true. Fun task, thanks.","noQUD"
3,"English ","75",2,"Male","no","30","Yes",1002,"good","noQUD"
2,"English","1.50",2,"Female","No problems that I could see.","42","Yes",1003,"Thank you for the opportunity!","noQUD"
2,"English","1.50",2,"Female","","29","Yes",1004,"I really enjoyed the experiment but I will say that when the person said you got ""some"" of the gumballs but I ended up getting all of them I wasn't sure if I was supposed to agree or disagree. I ended up disagreeing because I didn't get some, I got all. I hope I answered that correctly!","noQUD"
3,"English","1.5",2,"Male","no","71","Yes",1005,"When they all dropped it was still true that I got 'some'. Not sure what this HIT told you but thanks.","noQUD"
3,"English","1.50",2,"Male","No.","42","Yes",1006,"I enjoyed the experiment - it made me think of how I define the word ""some"". For example, 2 is not enough to be considered ""some"". There's also a distinction, I think, in saying ""some gumballs"" versus ""some of the gumballs"". The former could include all of the gumballs, while the latter to me implies some amount less than the total.","noQUD"
2,"english","very",2,"Male","no","35","Yes",1007,"Thanks and good luck guys :)","noQUD"
2,"English","Yes",1,"Male","No","32","Yes",1008,"","noQUD"
4,"English","2.00",2,"Female","no","43","Yes",1009,"","noQUD"
2,"english","YES",1,"Male","NO","21","Yes",1010,"","noQUD"
4,"English","1.50",1,"Male","no","40","Yes",1011,"none","noQUD"
3,"english","2.00",1,"Male","","40","Yes",1012,"","noQUD"
4,"English","I think it was very fair",2,"Female","No bugs","38","Yes",1013,"I really started to get confused and confuse myself the further the task went on. I made a couple of silly errors in confusion and then started to doubt myself and second guess my responses. For example, if I got 10, I could say I had some but also I had 2, yes I had 10 but I also in theory had 2 included in the 10.","noQUD"
3,"English","75",2,"Male","No","35","Yes",1014,"This survey is very best.","noQUD"
3,"English","yes",2,"Female","none","33","Yes",1015,"none","noQUD"
3,"English","1.50",2,"Female","No","28","Yes",1016,"","noQUD"
3,"english","1.50",1,"Female","no","25","Yes",1017,"","noQUD"
3,"TAMIL","1.50",2,"Male","nothing","34","Yes",1018,"INTERESTING","noQUD"
3,"English","2",2,"Female","no","60","Yes",1019,"","noQUD"
3,"English","1.50",1,"Male","I think one of the parts timed out in like half a second (towards the end)","28","Yes",1020,"","noQUD"
3,"english","yes",2,"Female","no","52","Yes",1021,"thank you!","noQUD"
3,"english","1.50",2,"Female","none","42","Yes",1022,"","noQUD"
2,"English",".05",1,"Female","No, there were no bugs present.","25","Confused",1023,"","noQUD"
2,"English, Spanish","$2.00",2,"Female","One of the questions had a noise, like a Windows XP sound, but I don't know if that was due to an error on my end or not","20","Yes",1024,"I'm curious as to what the experiment results will show","noQUD"
3,"English","",2,"Male","","30","No",1025,"very nice","noQUD"
3,"English","5",1,"Male","nothing","30","Yes",1026,"good survey","noQUD"
3,"English","2.00",1,"Male","no","39","Yes",1027,"","noQUD"
2,"English","yes",2,"Female","no","73","Yes",1028,"No","noQUD"
4,"Tamil","2",2,"Female","No","41","Yes",1029,"","noQUD"
3,"English","yes",2,"Male","None","28","No",1030,"","noQUD"
2,"English","1.5",2,"Male","no","41","Yes",1031,"Thank you for an opportunity. Have a nice day.

Regards","noQUD"
3,"English","1.50",2,"Male","no","35","Yes",1032,"None","noQUD"
3,"English","interesting",1,"Male","no","38","No",1033,"This survey is very perfect.","noQUD"
1,"English","1.50",2,"Female","None","35","Yes",1034,"","noQUD"
3,"English","2.00",2,"Male","It blanked out on one page towards the end which was odd.","30","Yes",1035,"","noQUD"
3,"English","1.50",2,"Female","none","58","Yes",1036,"","noQUD"
3,"English","1.50",1,"Female","no","47","Yes",1037,"","noQUD"
2,"English","1.50",2,"Male","","46","Yes",1038,"","noQUD"
3,"English","1.50",2,"Male","","59","Confused",1039,"none","noQUD"
2,"English","2.00",2,"Female","No.","36","Confused",1040,"Very interesting hit.","noQUD"
3,"English","1.5",2,"Female","No","35","Yes",1041,"Interesting","noQUD"
2,"English","1.75",1,"Male","Yes, on some of the trials there wouldn't be enough time to give an answer and it would end abruptly with the sound of an old Windows error playing. I'm aware this also may be part of the experiment.","30","Yes",1042,"","noQUD"
3,"english","nice",2,"Male","nothing","35","Yes",1043,"good","noQUD"
3,"english","1.5",2,"Male","no","46","Yes",1044,"none","noQUD"
2,"English","yes",2,"Male","no","36","Yes",1045,"very easy and enjoyable ","noQUD"
3,"English","1.50",2,"Female","No","48","Yes",1046,"None","noQUD"
2,"English","1.5",2,"Female","no","34","Yes",1047,"","noQUD"
3,"English","2.00",2,"Female","","39","Yes",1048,"","noQUD"
2,"English","1.50",2,"Female","no","37","Yes",1049,"","noQUD"
3,"English","1.50",1,"Male","No","36","Yes",1050,"I got hung up on the ones that said some and showed all.  Technically some and all can be the same so I was unsure which was correct.","noQUD"
1,"English","2.00",2,"Male","No","28","Yes",1051,"Interseting","noQUD"
3,"English","1.50",1,"","","41","Yes",1052,"","noQUD"
3,"English","ok",2,"Male","no","29","Yes",1053,"Good","noQUD"
2,"English","$1.50",2,"Male","None.","30","Yes",1054,"","noQUD"
3,"English","1.50",2,"Female","","36","Yes",1055,"","noQUD"
2,"english","2.00",1,"Male","no","42","Yes",1056,"none","noQUD"
1,"english","5.00",2,"Male","There was probably like 10 times that before she even finished asking the question it made a sound and the image of the gumball machine disapeard and told me to hit spacebar to continue..","28","Yes",1057,"I enjoyed this one, thank you.","noQUD"
3,"English","yes",2,"Male","no","40","Yes",1058,"That was fun. It made me think about what the word ""some"" can mean.","noQUD"
2,"English","I think $1.50 is reasonable, but $1.75 to $2.00 would be slightly more fair.",2,"Female","","20","Yes",1059,"","noQUD"
1,"English","",1,"Male","no","56","Yes",1060,"","noQUD"
4,"English","Yes.",1,"Female","WHY WOULD YOU NOT USE 'Y' AND 'N'????!!!! UGH. ","51","Yes",1061,"WHY WOULD YOU NOT USE 'Y' AND 'N'????!!!! UGH. ","noQUD"
2,"English","2.00",2,"Male","No.","29","Yes",1062,"","noQUD"
4,"english","2.00",2,"Female","","46","Yes",1063,"","noQUD"
4,"English","1.00",2,"Female","No","38","Yes",1064,"","noQUD"
2,"english","yes",2,"Female","no","34","Yes",1065,"","noQUD"
2,"English","1.50",2,"Female","","45","Confused",1066,"The semantics of this was a little hard.","noQUD"
3,"English","1.50",2,"Female","No","33","Yes",1067,"No","noQUD"
3,"English","1.50",1,"Male","","25","Yes",1068,"","noQUD"
3,"English","1.50",2,"Female","No","31","Yes",1069,"It advanced me on one of the trials because I was too slow to count the balls - but I promise I was paying attention :)","noQUD"
3,"English","Decent",1,"Male","No issues","28","Yes",1070,"Thank you, that was interesting phrasing on those questions with the scenarios.","noQUD"
4,"English","3.00",1,"Female","Three times there was an error sound and it skipped past the time to answer, and was already at the screen telling me to press space to continue.","30","Yes",1071,"","noQUD"
3,"English","1.50",2,"Female","no","29","Yes",1072,"","noQUD"
3,"english","2.00",2,"Female","no","55","Yes",1073,"This experiment and survey was the most fun of all of the experiments and surveys I've taken on AMT. Please send me more. YAY","noQUD"
3,"English","1.50",2,"Male","no","51","Yes",1074,"Thank you","noQUD"
3,"English","30",1,"Male","No problem","39","Yes",1075,"Like the different survey.","noQUD"
3,"English","2",2,"Male","There is no bugs in this experiment.","44","Yes",1076,"Awesome","noQUD"
2,"english","3",1,"Male","no","34","Yes",1077,"thanks","noQUD"
3,"English","1.50",2,"Male","There were 3 times where the sentence did not even finish and it gave me the error noise","29","Yes",1078,"Thanks!","noQUD"
3,"english","2.00",2,"Male","no","20","Yes",1079,"","noQUD"
1,"English","1.50",2,"Female","Nope.","27","Yes",1080,"Very interesting, I feel some answers could have been right either way.","noQUD"
1,"English","1.50",2,"Male","no","47","Yes",1081,"I may have overthought a little. Initially when she said ""you got some of the gumballs"" I was clicking false. Then a little further in I changed it after thinking ""technically that is correct, I did get some"". So that was a little grey area, but other than that it was fun!","noQUD"
3,"English","1.50",1,"Female","None.","24","Yes",1082,"","noQUD"
3,"English","Good",2,"Female","Nothing","38","Yes",1083,"Good","noQUD"
3,"english","yes",2,"Female","no","35","Yes",1084,"its hard to count that fast on some drops","noQUD"
3,"english","2.25",1,"Male","no","28","No",1085,"","noQUD"
2,"English","1.60",1,"Female","no","65","Yes",1086,"It was ok hit.","noQUD"
3,"English","1.50",2,"Female","","55","Yes",1087,"I liked this Hit. Please may I do more?!  Thanks for the fun.  8~)","noQUD"
3,"English","1.5",2,"Male","","50","Yes",1088,"","noQUD"
3,"English","",2,"Female","","35","Yes",1089,"","noQUD"
3,"english","good",1,"Male","nothing","38","Yes",1090,"nice","noQUD"
4,"English","1.50",2,"Male","No problems","26","Yes",1091,"It was fun, thanks!","noQUD"
3,"english","good",2,"Male","nothing","35","Yes",1092,"nice","noQUD"
3,"English","1.5",1,"Female","","34","Yes",1093,"","noQUD"
3,"English","yes fair price",2,"Male","no","36","Yes",1094,"good movement","noQUD"
2,"english","yes",1,"Female","no","36","Yes",1095,"","noQUD"
2,"English","$2",1,"Male","No","25","Yes",1096,"","noQUD"
2,"english","4",2,"Female","no","29","Yes",1097,"","noQUD"
1,"English","2.00",2,"Female","no","34","Yes",1098,"","noQUD"
3,"english","good",2,"Male","nothing","38","Yes",1099,"good","noQUD"
3,"English","No",1,"Male","","32","Confused",1100,"","noQUD"
3,"english","1.50",1,"Male","nothing","30","Yes",1101,"nice","noQUD"
3,"English","$4.00",2,"Male","Occasionally the timer to answer lasted much less than usual, making it harder to answer questions where that happened.","24","Yes",1102,"","noQUD"
3,"Japanese","Yes",1,"Female","No","33","Yes",1103,"","noQUD"
3,"English","1.50",2,"Male","no","58","Yes",1104,"","noQUD"
4,"English","2.50",2,"Male","No.","42","Yes",1105,"I hope my inputs help your research.","noQUD"
4,"English","1.50",1,"Male","one of the gumball pictures did not show up but the rest did","38","Yes",1106,"no comment.  Thank you","noQUD"
3,"English","Yes",1,"Female","No","28","Yes",1107,"It was good to complete this study","noQUD"
1,"english","3",2,"Male","no","27","Yes",1108,"","noQUD"
3,"english","2.00",1,"Male","Yes, there were trials that advanced and made a sound without letting me answer. Before the speaker even finished.","28","Yes",1109,"","noQUD"
3,"","Yes",1,"Female","No","30","Yes",1110,"Good","noQUD"
1,"English","1.5",1,"Male","No","40","Yes",1111,"","noQUD"
3,"English","1.50",2,"Male","no","24","Yes",1112,"Engly","noQUD"
3,"English","not sure",2,"Female","none","31","Yes",1113,"none","noQUD"
2,"english","yes",1,"Female","a couple crashed and wouldnt let me pic","25","No",1114,"","noQUD"
1,"English","1.50",2,"Male","nope","31","Yes",1115,"","noQUD"
3,"english","2.00",1,"Female","no","36","Yes",1116,"none","noQUD"
2,"English","1.50",1,"Male","no","38","Yes",1117,"Wasn't clear whether all of the gumballs would also be ""some"" since I did actually get some gumballs","noQUD"
4,"English","Yes",2,"Female","It's hard to count the gumballs in 4 seconds","34","Yes",1118,"","noQUD"
2,"english","it's decent",1,"Female","no","29","Yes",1119,"","noQUD"
4,"English","The purpose of this survey is to know more about the subject we study in this case
",1,"Female","nop","28","Yes",1120,"very good","noQUD"
4,"english","30",0,"Female","no",NA,"Yes",1121,"good","noQUD"
3,"english","2.00",2,"Female","none","36","Yes",1122,"none","noQUD"
2,"English","well",2,"Male","no","26","Yes",1123,"good","noQUD"
4,"english","yes",1,"Male","none","33","Yes",1124,"is good","noQUD"
3,"English","1.50",2,"Female","No","26","Yes",1125,"I was a little confused with the term ""some"" people have different definitions of the word.","noQUD"
1,"English","1.50",1,"Male","","24","Yes",1126,"","noQUD"
2,"English","Yes. it was very fair.",2,"Male","No","40","Yes",1127,"","noQUD"
3,"English","like",1,"Male","none","36","Yes",1128,"good","noQUD"
2,"English","I think $1.50 is a fair price. ",2,"Female","I didn't have any problems. ","46","Yes",1129,"I enjoyed taking part in the study. It was fun and I didn't have any problems hearing the audio or understanding what I was supposed to do. ","noQUD"
1,"english","ike",-1,"Female","no","35","Yes",1130,"good","noQUD"
3,"English","2.50",2,"Female","No.","30","Yes",1131,"Thanks!","noQUD"
2,"english","2.00",2,"Female","A couple of times it made me hit space bar before she was finished talking","30","Yes",1132,"","noQUD"
2,"english","yes",1,"Female","no","32","Yes",1133,"","noQUD"
1,"English","2$",1,"Male","","26","Yes",1134,"","noQUD"
2,"English","2.00",2,"Female","no","31","No",1135,"","noQUD"
3,"english","good",1,"Female","nothing","33","Yes",1136,"nice","noQUD"
3,"English","1.50",2,"Female","No problems.","29","Yes",1137,"It is interesting.","noQUD"
3,"english ","yes",2,"Female","no",NA,"Yes",1138,"","noQUD"
3,"English","1.75",1,"Female","There were about 4 rounds where I heard a random pong after the statement. Not sure if that was an issue or not.","23","Yes",1139,"","noQUD"
3,"English","",1,"Male","","49","Yes",1140,"","noQUD"
-1,"","2",1,"Female","","31","Yes",1141,"","noQUD"
3,"English","1.5",1,"Female","No","37","Yes",1142,"","noQUD"
4,"English","2.00",1,"Male","","34","Yes",1143,"","noQUD"
3,"English","2",2,"Male","Yes, pressing the space button at the beginning took too long to respond.","26","Yes",1144,"Interesting, hope i did okay.","noQUD"
3,"english","2",2,"Female","no","23","Yes",1145,"nice","noQUD"
3,"English","1.75",2,"Male","","31","No",1146,"","noQUD"
2,"english","1",1,"Female","no","57","Yes",1147,"","noQUD"
3,"english","1.50",2,"Female","no","27","Yes",1148,"","noQUD"
3,"english","1.50",1,"Female","no","52","Yes",1149,"","noQUD"
3,"English","10",1,"Male","little bit confused","30","Confused",1150,"good","noQUD"
3,"english","good",2,"Female","nothing","29","Yes",1151,"good","noQUD"
3,"English","1.50",2,"Male","no","44","Yes",1152,"n/a","noQUD"
2,"english","1.50",2,"Female","no","48","Yes",1153,"","noQUD"
1,"English","2.00",2,"Male","","22","Yes",1154,"","noQUD"
2,"english","1.50",2,"Male","no","23","Yes",1155,"","noQUD"
3,"English","2.00",2,"Female","","29","Yes",1156,"an on screen reminder of which key means true or false would have been helpful","noQUD"
3,"english","good",2,"Male","nothing","30","Yes",1157,"like","noQUD"
2,"English","1.50",2,"Male","No","29","Yes",1158,"","noQUD"
3,"English","yes",2,"Female","no","25","Yes",1159,"I think this was a great experiment. I wish it was stated up front that there were 13 in total, because the 4 second time limit caused me to panic and when asked how many I had and I had too count too quickly..I hope that makes sense? I could have just looked and saw how many were left on top","noQUD"
3,"english","yes",1,"Male","none","33","Yes",1124,"is good","noQUD"
3,"english","yes",2,"Male","no","30","Yes",1160,"good","noQUD"
2,"English","1.50",2,"Male","nothing","42","Confused",1161,"Good","noQUD"
3,"english","good",1,"Female","nothing","29","Yes",1162,"good","noQUD"
3,"English","like",2,"Male","no","30","Yes",1163,"like","noQUD"
3,"English ","1",2,"Male","a few times it just beeped and went to the next one. when i say beeped i mean the microsoft noise that i missed one","30","Yes",1164,"That was enjoyable. i messed 2 up that i no of but i think i did good","noQUD"
3,"english","1.50",2,"Male","no","41","Yes",1165,"Fun study. Thanks!","noQUD"
3,"English","yes",1,"Male","everything was okay","31","Yes",1166,"","noQUD"
3,"English","1.50",2,"Female","no","55","Yes",1167,"","noQUD"
3,"Spanish","1.50",2,"Female","no","36","Yes",1168,"","noQUD"
2,"English","$2.00",1,"Male","No, but I accidentally hit disagree once instead of agree.","31","Yes",1169,"","noQUD"
4,"English","1.50",2,"Female","I really wish that scrolling wouldn't be necessary when the HIT is in the HIT window. It made me nervous that during the actual experiment I might have to scroll (I didn't have to).","58","Yes",1170,"I had some anxiety about whether it was true that I got x amount of gumballs in the conditions of more than x.","noQUD"
3,"English","2.00",2,"Female","There were two times when it timed me out of answering before the woman had finished talking","39","Yes",1171,"","noQUD"
3,"english","like",1,"Male","none","36","Yes",1172,"none","noQUD"
3,"English","Yes.",1,"Male","None.","32","Yes",1173,"N/A","noQUD"
3,"English","Good",2,"Female","Nothing","29","Yes",1174,"Good","noQUD"
3,"english","1.60",2,"Male","no","35","Yes",1175,"","noQUD"
3,"English","yes",2,"Male","","40","Yes",1176,"","noQUD"
1,"english","1.50",1,"Female","no","49","Yes",1177,"","noQUD"
4,"Sinhalese","2",2,"Female","No","28","Yes",1178,"","noQUD"
4,"English","yes",2,"Male","no","30","Yes",1179,"No","noQUD"
2,"English","2.50-3",1,"Female","A handful of times, it made a noise and then said ""press space bar"", without me being able to answer, and I know that I did not take too long because it happened even before she was done speaking. ","36","Yes",1180,"Average hit for the 1.50 pay. It took over 20 minutes. ","noQUD"
3,"ENGLISH","YES",2,"Female","NO",NA,"Yes",1181,"GOOD","noQUD"
3,"english","1.50",2,"Male","no","29","Yes",1182,"good ","noQUD"
2,"English","1.50",2,"Female","I had no issues with the experiment. ","34","Yes",1183,"","noQUD"
2,"English","1.75",2,"Female","None","37","Yes",1184,"","noQUD"
2,"United Kingdom","2.00",2,"Female","NONE","32","Yes",1185,"I WOULD LIKE THE OPPORTUNITY TO DO MORE OF YOUR HITS","noQUD"
2,"English","1.75",1,"Male","I don't think so.","33","Yes",1186,"No comments at this time. Thank you.","noQUD"
3,"English","2.00",2,"Female","No","30","Yes",1187,"","noQUD"
2,"english","like",1,"Female","","32","Yes",1188,"good","noQUD"
2,"English","yes",2,"Female","no","40","Yes",1189,"","noQUD"
3,"English ","$1.50",2,"Male","no","35","Yes",1190,"","noQUD"
3,"english","1.50",2,"Female","no","23","Yes",1191,"good","noQUD"
3,"English","1.50",2,"Female","","41","Yes",1192,"If it said I got x amount of gumballs and I got at least that many, then I answered yes/J even though it may not be exactly how many I received. I majored in English so that would be correct under english language guidelines. ","noQUD"
1,"English","yes",2,"Female","no","41","Yes",1193,"","noQUD"
3,"english","2.00",1,"Male","no","38","Yes",1194,"","noQUD"
3,"English","3.00",2,"Female","No","33","Yes",1195,"","noQUD"
3,"English","1.50",2,"Female","no","33","Yes",1196,"na","noQUD"
3,"English","2",1,"Male","none","64","Yes",1197,"none","noQUD"
3,"English","Very fair",2,"Male","nope","31","Yes",1198,"Well","noQUD"
