slide_type,image,slide_number,response,Answer.condition,workerid,audio,Answer.time_in_minutes
trial_2,8,75,"[4005, 'Yes']",age2-anyQUD,90,eight.wav,13.611716666666666
trial_2,11,76,"[5614, 'Yes']",age2-anyQUD,90,eleven.wav,13.611716666666666
trial_2,5,77,"[2224, 'Yes']",age2-anyQUD,90,five.wav,13.611716666666666
trial_2,11,78,"[4095, 'Yes']",age2-anyQUD,90,summa.wav,13.611716666666666
trial_2,2,79,"[1766, 'No']",age2-anyQUD,90,none.wav,13.611716666666666
trial_2,13,80,"[1686, 'No']",age2-anyQUD,90,summa.wav,13.611716666666666
trial_2,0,81,"[1736, 'Yes']",age2-anyQUD,90,none.wav,13.611716666666666
trial_2,11,82,"[1623, 'No']",age2-anyQUD,90,all.wav,13.611716666666666
trial_2,5,83,"[2396, 'No']",age2-anyQUD,90,nine.wav,13.611716666666666
bot_check,Sarah,1,"[0, 'Sarah']",age2-anyQUD,91,,9.340566666666666
audio_check,,3,"[0, 'Four']",age2-anyQUD,91,,9.340566666666666
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,91,,9.340566666666666
practice_trial,13,6,"[3417, 'Yes']",age2-anyQUD,91,none.wav,9.340566666666666
practice_trial,13,7,"[1979, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
practice_trial,0,8,"[3358, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
practice_trial,0,9,"[2253, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_1,2,11,"[2187, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
trial_1,11,12,"[3082, 'Yes']",age2-anyQUD,91,thirteen.wav,9.340566666666666
trial_1,0,13,"[3437, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_1,0,14,"[1812, 'No']",age2-anyQUD,91,five.wav,9.340566666666666
trial_1,13,15,"[5019, 'No']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_1,8,16,"[1701, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_1,13,17,"[3972, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,13,18,"[2263, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,2,19,"[1672, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
trial_1,8,20,"[2579, 'Yes']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_1,8,21,"[1777, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,8,22,"[4004, 'No']",age2-anyQUD,91,eleven.wav,9.340566666666666
trial_1,13,23,"[1643, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,5,24,"[2585, 'No']",age2-anyQUD,91,four.wav,9.340566666666666
trial_1,5,25,"[2035, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,0,26,"[2122, 'No']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,2,27,"[2139, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,13,28,"[1775, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,13,29,"[1771, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,11,30,"[2604, 'No']",age2-anyQUD,91,seven.wav,9.340566666666666
trial_1,13,31,"[2064, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,5,32,"[1855, 'No']",age2-anyQUD,91,ten.wav,9.340566666666666
trial_1,13,33,"[1612, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,2,34,"[1930, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
trial_1,5,35,"[1676, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,0,36,"[1615, 'No']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,13,37,"[1747, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_1,0,38,"[1698, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,11,39,"[2872, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_1,0,40,"[1828, 'No']",age2-anyQUD,91,eleven.wav,9.340566666666666
trial_1,0,41,"[1835, 'Yes']",age2-anyQUD,91,none.wav,9.340566666666666
trial_1,11,42,"[3816, 'Yes']",age2-anyQUD,91,eleven.wav,9.340566666666666
trial_1,5,43,"[2178, 'Yes']",age2-anyQUD,91,five.wav,9.340566666666666
trial_1,8,44,"[2557, 'Yes']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_1,11,45,"[1861, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_1,2,46,"[1577, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
comprehension_check_2,,47,"[0, 'Empty']",age2-anyQUD,91,,9.340566666666666
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,91,,9.340566666666666
trial_2,5,48,"[1812, 'Yes']",age2-anyQUD,91,five.wav,9.340566666666666
trial_2,2,49,"[1634, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,13,50,"[1594, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,13,51,"[2169, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_2,13,52,"[1523, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,11,53,"[2938, 'Yes']",age2-anyQUD,91,one.wav,9.340566666666666
trial_2,0,54,"[1701, 'No']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,0,55,"[1742, 'No']",age2-anyQUD,91,three.wav,9.340566666666666
trial_2,5,56,"[2505, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,0,57,"[2254, 'Yes']",age2-anyQUD,91,none.wav,9.340566666666666
trial_2,5,58,"[1932, 'No']",age2-anyQUD,91,two.wav,9.340566666666666
trial_2,13,59,"[1698, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,13,60,"[1648, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,2,61,"[1265, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
trial_2,8,62,"[2353, 'Yes']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_2,13,63,"[5437, 'Yes']",age2-anyQUD,91,ten.wav,9.340566666666666
trial_2,8,64,"[1294, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,8,65,"[2470, 'Yes']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_2,0,66,"[1592, 'Yes']",age2-anyQUD,91,none.wav,9.340566666666666
trial_2,8,67,"[1803, 'Yes']",age2-anyQUD,91,eight.wav,9.340566666666666
trial_2,2,68,"[2114, 'No']",age2-anyQUD,91,none.wav,9.340566666666666
trial_2,11,69,"[3216, 'Yes']",age2-anyQUD,91,eleven.wav,9.340566666666666
trial_2,5,70,"[2054, 'No']",age2-anyQUD,91,nine.wav,9.340566666666666
trial_2,13,71,"[1680, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,13,72,"[1334, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,0,73,"[1596, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,11,74,"[1707, 'No']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,8,75,"[2546, 'No']",age2-anyQUD,91,two.wav,9.340566666666666
trial_2,2,76,"[1751, 'No']",age2-anyQUD,91,twelve.wav,9.340566666666666
trial_2,5,77,"[1904, 'Yes']",age2-anyQUD,91,five.wav,9.340566666666666
trial_2,13,78,"[1509, 'Yes']",age2-anyQUD,91,all.wav,9.340566666666666
trial_2,13,79,"[2337, 'No']",age2-anyQUD,91,five.wav,9.340566666666666
trial_2,11,80,"[1751, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,0,81,"[1835, 'No']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,13,82,"[1652, 'Yes']",age2-anyQUD,91,summa.wav,9.340566666666666
trial_2,2,83,"[1553, 'Yes']",age2-anyQUD,91,two.wav,9.340566666666666
bot_check,Patricia,1,"[0, 'Patricia']",age2-anyQUD,92,,15.572283333333333
audio_check,,3,"[0, 'Four']",age2-anyQUD,92,,15.572283333333333
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,92,,15.572283333333333
practice_trial,13,6,"[2323, 'No']",age2-anyQUD,92,none.wav,15.572283333333333
practice_trial,13,7,"[1633, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
practice_trial,0,8,"[1680, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
practice_trial,0,9,"[1772, 'Yes']",age2-anyQUD,92,none.wav,15.572283333333333
trial_1,13,11,"[1644, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,2,12,"[1850, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_1,13,13,"[1778, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,8,14,"[5261, 'No']",age2-anyQUD,92,eleven.wav,15.572283333333333
trial_1,5,15,"[2199, 'No']",age2-anyQUD,92,four.wav,15.572283333333333
trial_1,5,16,"[1912, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,8,17,"[9027, 'Yes']",age2-anyQUD,92,eight.wav,15.572283333333333
trial_1,13,18,"[2041, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,0,19,"[2369, 'No']",age2-anyQUD,92,five.wav,15.572283333333333
trial_1,13,20,"[5373, 'No']",age2-anyQUD,92,eight.wav,15.572283333333333
trial_1,13,21,"[2269, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,0,22,"[1869, 'Yes']",age2-anyQUD,92,none.wav,15.572283333333333
trial_1,8,23,"[1751, 'No']",age2-anyQUD,92,none.wav,15.572283333333333
trial_1,2,24,"[2100, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_1,8,25,"[2212, 'Yes']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,11,26,"[4944, 'No']",age2-anyQUD,92,thirteen.wav,15.572283333333333
trial_1,2,27,"[1745, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,0,28,"[1863, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,2,29,"[970, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_1,0,30,"[1152, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,0,31,"[1913, 'No']",age2-anyQUD,92,eleven.wav,15.572283333333333
trial_1,13,32,"[1599, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,13,33,"[1621, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,5,34,"[1498, 'No']",age2-anyQUD,92,ten.wav,15.572283333333333
trial_1,0,35,"[2062, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,11,36,"[1854, 'No']",age2-anyQUD,92,none.wav,15.572283333333333
trial_1,11,37,"[4734, 'Yes']",age2-anyQUD,92,eleven.wav,15.572283333333333
trial_1,13,38,"[2385, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,11,39,"[2768, 'No']",age2-anyQUD,92,seven.wav,15.572283333333333
trial_1,11,40,"[1519, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_1,5,41,"[2318, 'Yes']",age2-anyQUD,92,five.wav,15.572283333333333
trial_1,0,42,"[1739, 'Yes']",age2-anyQUD,92,none.wav,15.572283333333333
trial_1,5,43,"[1729, 'Yes']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,13,44,"[1753, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_1,2,45,"[1737, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_1,8,46,"[3555, 'Yes']",age2-anyQUD,92,eight.wav,15.572283333333333
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,92,,15.572283333333333
trial_2,5,48,"[1788, 'Yes']",age2-anyQUD,92,five.wav,15.572283333333333
trial_2,5,49,"[1484, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,8,50,"[2692, 'Yes']",age2-anyQUD,92,eight.wav,15.572283333333333
trial_2,13,51,"[1679, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,8,52,"[3255, 'Yes']",age2-anyQUD,92,eight.wav,15.572283333333333
trial_2,0,53,"[1776, 'Yes']",age2-anyQUD,92,none.wav,15.572283333333333
trial_2,13,54,"[1913, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,2,55,"[1682, 'Yes']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,11,56,"[1570, 'No']",age2-anyQUD,92,one.wav,15.572283333333333
trial_2,13,57,"[6717, 'No']",age2-anyQUD,92,ten.wav,15.572283333333333
trial_2,13,58,"[1569, 'No']",age2-anyQUD,92,none.wav,15.572283333333333
trial_2,0,59,"[1109, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,13,60,"[1829, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,2,61,"[1836, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_2,8,62,"[1874, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,0,63,"[1902, 'No']",age2-anyQUD,92,three.wav,15.572283333333333
trial_2,13,64,"[1709, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,5,65,"[1438, 'No']",age2-anyQUD,92,two.wav,15.572283333333333
trial_2,0,66,"[1734, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,2,67,"[1798, 'Yes']",age2-anyQUD,92,two.wav,15.572283333333333
trial_2,11,68,"[1666, 'Yes']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,5,69,"[2089, 'No']",age2-anyQUD,92,nine.wav,15.572283333333333
trial_2,11,70,"[1743, 'No']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,11,71,"[8314, 'Yes']",age2-anyQUD,92,eleven.wav,15.572283333333333
trial_2,5,72,"[1168, 'Yes']",age2-anyQUD,92,five.wav,15.572283333333333
trial_2,2,73,"[1605, 'No']",age2-anyQUD,92,none.wav,15.572283333333333
trial_2,8,74,"[2394, 'No']",age2-anyQUD,92,two.wav,15.572283333333333
trial_2,13,75,"[1719, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
trial_2,2,76,"[1736, 'No']",age2-anyQUD,92,twelve.wav,15.572283333333333
trial_2,0,77,"[1860, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,0,78,"[2082, 'Yes']",age2-anyQUD,92,none.wav,15.572283333333333
trial_2,13,79,"[1974, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,13,80,"[2080, 'No']",age2-anyQUD,92,five.wav,15.572283333333333
trial_2,8,81,"[4043, 'Yes']",age2-anyQUD,92,eight.wav,15.572283333333333
trial_2,13,82,"[1818, 'No']",age2-anyQUD,92,summa.wav,15.572283333333333
trial_2,13,83,"[1716, 'Yes']",age2-anyQUD,92,all.wav,15.572283333333333
bot_check,Sarah,1,"[0, 'Sarah']",age2-anyQUD,93,,11.087583333333333
audio_check,,3,"[0, 'Four']",age2-anyQUD,93,,11.087583333333333
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,93,,11.087583333333333
practice_trial,13,6,"[7567, 'No']",age2-anyQUD,93,none.wav,11.087583333333333
practice_trial,13,7,"[2561, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
practice_trial,0,8,"[2361, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
practice_trial,0,9,"[1954, 'Yes']",age2-anyQUD,93,none.wav,11.087583333333333
trial_1,0,11,"[2060, 'No']",age2-anyQUD,93,five.wav,11.087583333333333
trial_1,8,12,"[1927, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,2,13,"[2160, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,8,14,"[4736, 'Yes']",age2-anyQUD,93,eleven.wav,11.087583333333333
trial_1,0,15,"[2000, 'No']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,13,16,"[1852, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,2,17,"[1863, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_1,13,18,"[7051, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,13,19,"[5433, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_1,8,20,"[4091, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_1,5,21,"[4172, 'Yes']",age2-anyQUD,93,four.wav,11.087583333333333
trial_1,2,22,"[2636, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_1,0,23,"[1916, 'Yes']",age2-anyQUD,93,none.wav,11.087583333333333
trial_1,5,24,"[1952, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,13,25,"[2097, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,8,26,"[2174, 'No']",age2-anyQUD,93,none.wav,11.087583333333333
trial_1,11,27,"[4600, 'No']",age2-anyQUD,93,thirteen.wav,11.087583333333333
trial_1,13,28,"[3384, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,0,29,"[1943, 'Yes']",age2-anyQUD,93,none.wav,11.087583333333333
trial_1,5,30,"[1957, 'Yes']",age2-anyQUD,93,five.wav,11.087583333333333
trial_1,11,31,"[3535, 'Yes']",age2-anyQUD,93,eleven.wav,11.087583333333333
trial_1,0,32,"[1936, 'No']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,0,33,"[1871, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,11,34,"[1796, 'No']",age2-anyQUD,93,none.wav,11.087583333333333
trial_1,11,35,"[1959, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,5,36,"[1894, 'No']",age2-anyQUD,93,ten.wav,11.087583333333333
trial_1,13,37,"[2258, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,0,38,"[2175, 'No']",age2-anyQUD,93,eleven.wav,11.087583333333333
trial_1,8,39,"[3871, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_1,5,40,"[1944, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_1,2,41,"[2027, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_1,11,42,"[2286, 'Yes']",age2-anyQUD,93,seven.wav,11.087583333333333
trial_1,13,43,"[1865, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,13,44,"[1950, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_1,2,45,"[2112, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_1,13,46,"[1991, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,93,,11.087583333333333
trial_2,8,48,"[4449, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_2,0,49,"[1688, 'No']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,13,50,"[1706, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,13,51,"[1920, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,8,52,"[1672, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,13,53,"[1888, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,13,54,"[1884, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,5,55,"[1876, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_2,13,56,"[1827, 'No']",age2-anyQUD,93,none.wav,11.087583333333333
trial_2,5,57,"[1705, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,13,58,"[4882, 'Yes']",age2-anyQUD,93,ten.wav,11.087583333333333
trial_2,0,59,"[1914, 'No']",age2-anyQUD,93,three.wav,11.087583333333333
trial_2,8,60,"[2896, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_2,5,61,"[1887, 'Yes']",age2-anyQUD,93,five.wav,11.087583333333333
trial_2,2,62,"[1895, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_2,11,63,"[1952, 'Yes']",age2-anyQUD,93,one.wav,11.087583333333333
trial_2,2,64,"[1884, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,0,65,"[1714, 'Yes']",age2-anyQUD,93,none.wav,11.087583333333333
trial_2,13,66,"[1810, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,8,67,"[1670, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_2,11,68,"[5466, 'Yes']",age2-anyQUD,93,eleven.wav,11.087583333333333
trial_2,13,69,"[1811, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,0,70,"[1845, 'No']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,5,71,"[2007, 'No']",age2-anyQUD,93,nine.wav,11.087583333333333
trial_2,8,72,"[2190, 'Yes']",age2-anyQUD,93,eight.wav,11.087583333333333
trial_2,2,73,"[1952, 'No']",age2-anyQUD,93,twelve.wav,11.087583333333333
trial_2,13,74,"[1860, 'Yes']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,5,75,"[1977, 'Yes']",age2-anyQUD,93,five.wav,11.087583333333333
trial_2,13,76,"[1627, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,11,77,"[1759, 'Yes']",age2-anyQUD,93,summa.wav,11.087583333333333
trial_2,2,78,"[1614, 'No']",age2-anyQUD,93,none.wav,11.087583333333333
trial_2,0,79,"[1948, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,2,80,"[1769, 'Yes']",age2-anyQUD,93,two.wav,11.087583333333333
trial_2,11,81,"[1625, 'No']",age2-anyQUD,93,all.wav,11.087583333333333
trial_2,0,82,"[1771, 'Yes']",age2-anyQUD,93,none.wav,11.087583333333333
trial_2,13,83,"[1710, 'Yes']",age2-anyQUD,93,five.wav,11.087583333333333
bot_check,Linda,1,"[0, 'Linda']",age2-anyQUD,94,,13.462383333333333
audio_check,,3,"[0, 'Four']",age2-anyQUD,94,,13.462383333333333
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,94,,13.462383333333333
practice_trial,13,6,"[5474, 'No']",age2-anyQUD,94,none.wav,13.462383333333333
practice_trial,13,7,"[2114, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
practice_trial,0,8,"[2649, 'No']",age2-anyQUD,94,all.wav,13.462383333333333
practice_trial,0,9,"[1863, 'Yes']",age2-anyQUD,94,none.wav,13.462383333333333
trial_1,0,11,"[1884, 'Yes']",age2-anyQUD,94,none.wav,13.462383333333333
trial_1,2,12,"[1731, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_1,8,13,"[6505, 'No']",age2-anyQUD,94,eleven.wav,13.462383333333333
trial_1,8,14,"[3076, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,13,15,"[1329, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,0,16,"[1804, 'No']",age2-anyQUD,94,five.wav,13.462383333333333
trial_1,2,17,"[3165, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_1,11,18,"[14002, 'No']",age2-anyQUD,94,thirteen.wav,13.462383333333333
trial_1,13,19,"[1979, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,8,20,"[1841, 'No']",age2-anyQUD,94,none.wav,13.462383333333333
trial_1,0,21,"[1781, 'No']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,13,22,"[1297, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,5,23,"[4497, 'Yes']",age2-anyQUD,94,four.wav,13.462383333333333
trial_1,5,24,"[4190, 'No']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,2,25,"[1708, 'No']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,8,26,"[3009, 'Yes']",age2-anyQUD,94,eight.wav,13.462383333333333
trial_1,13,27,"[1730, 'Yes']",age2-anyQUD,94,eight.wav,13.462383333333333
trial_1,13,28,"[1171, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,0,29,"[1632, 'No']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,0,30,"[1165, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,2,31,"[1587, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_1,0,32,"[1473, 'Yes']",age2-anyQUD,94,none.wav,13.462383333333333
trial_1,5,33,"[2998, 'No']",age2-anyQUD,94,ten.wav,13.462383333333333
trial_1,13,34,"[1297, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,5,35,"[1881, 'Yes']",age2-anyQUD,94,five.wav,13.462383333333333
trial_1,11,36,"[4232, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,0,37,"[1775, 'No']",age2-anyQUD,94,eleven.wav,13.462383333333333
trial_1,11,38,"[4849, 'Yes']",age2-anyQUD,94,eleven.wav,13.462383333333333
trial_1,13,39,"[1238, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_1,2,40,"[1450, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_1,11,41,"[1674, 'Yes']",age2-anyQUD,94,seven.wav,13.462383333333333
trial_1,11,42,"[1887, 'No']",age2-anyQUD,94,none.wav,13.462383333333333
trial_1,5,43,"[1534, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,13,44,"[1643, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_1,8,45,"[3391, 'Yes']",age2-anyQUD,94,eight.wav,13.462383333333333
trial_1,13,46,"[1312, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,94,,13.462383333333333
trial_2,8,48,"[3858, 'Yes']",age2-anyQUD,94,eight.wav,13.462383333333333
trial_2,13,49,"[881, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_2,5,50,"[1529, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_2,5,51,"[1787, 'Yes']",age2-anyQUD,94,five.wav,13.462383333333333
trial_2,0,52,"[1415, 'No']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_2,0,53,"[1600, 'Yes']",age2-anyQUD,94,none.wav,13.462383333333333
trial_2,13,54,"[1320, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_2,13,55,"[5343, 'No']",age2-anyQUD,94,none.wav,13.462383333333333
trial_2,8,56,"[1676, 'Yes']",age2-anyQUD,94,eight.wav,13.462383333333333
trial_2,11,57,"[2042, 'Yes']",age2-anyQUD,94,one.wav,13.462383333333333
trial_2,13,58,"[1376, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_2,8,59,"[2800, 'No']",age2-anyQUD,94,all.wav,13.462383333333333
trial_2,0,60,"[1911, 'No']",age2-anyQUD,94,three.wav,13.462383333333333
trial_2,13,61,"[1077, 'Yes']",age2-anyQUD,94,all.wav,13.462383333333333
trial_2,13,62,"[1653, 'Yes']",age2-anyQUD,94,ten.wav,13.462383333333333
trial_2,2,63,"[1550, 'Yes']",age2-anyQUD,94,two.wav,13.462383333333333
trial_2,2,64,"[1169, 'Yes']",age2-anyQUD,94,summa.wav,13.462383333333333
trial_2,5,65,"[2343, 'No']",age2-anyQUD,94,all.wav,13.462383333333333
trial_2,0,66,"[2053, 'Yes']",age2-anyQUD,94,none.wav,13.462383333333333
